Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
348,TPH,Consumer Cyclical,Residential Construction,NYSE,133.48,93,87,70,35
349,DAIO,Technology,Electronic Components,NASDAQ,133.4,93,84,78,30
350,MAX,Communication Services,Internet Content & Information,NYSE,133.17,93,94,41,19
351,IAG,Basic Materials,Gold,NYSE,133.13,93,84,98,12
352,MTRN,Basic Materials,Other Industrial Metals & Mining,NYSE,133.13,93,94,76,87
353,BDC,Industrials,Electrical Equipment & Parts,NYSE,133.11,93,90,92,91
354,DKS,Consumer Cyclical,Specialty Retail,NYSE,133.05,93,89,91,91
355,HUT,Financial Services,Capital Markets,NASDAQ,133.0,93,24,3,24
356,TPST,Healthcare,Biotechnology,NASDAQ,132.99,93,17,9,7
357,FOCS,Financial Services,Capital Markets,NASDAQ,132.96,93,90,57,32
358,PBT,Energy,Oil & Gas E&P,NYSE,132.7,93,95,98,99
359,SQSP,Technology,Software—Infrastructure,NYSE,132.7,93,74,36,42
360,IBA,Consumer Defensive,Farm Products,NYSE,132.64,93,83,87,92
361,MOXC,Technology,Internet Information Providers,NASDAQ,132.6,93,35,5,11
362,STLD,Basic Materials,Steel,NASDAQ,132.37,93,96,96,92
363,ON,Technology,Semiconductors,NASDAQ,132.33,93,82,60,94
364,OII,Energy,Oil & Gas Equipment & Services,NYSE,132.3,93,97,97,35
365,CERT,Healthcare,Biotechnology,NASDAQ,132.28,93,86,38,12
366,TEX,Industrials,Farm & Heavy Construction Machinery,NYSE,132.26,93,95,93,67
367,LVS,Consumer Cyclical,Resorts & Casinos,NYSE,132.24,93,95,95,93
368,CRH,Basic Materials,Building Materials,NYSE,132.23,93,90,85,41
369,MYRG,Industrials,Engineering & Construction,NASDAQ,132.2,93,91,62,65
370,NMTC,Healthcare,Medical Devices,NASDAQ,132.03,93,41,84,91
371,BELFA,Technology,Electronic Components,NASDAQ,131.92,93,94,97,98
372,FANH,Financial Services,Insurance Brokers,NASDAQ,131.86,93,96,89,36
373,OLED,Technology,Semiconductor Equipment & Materials,NASDAQ,131.73,93,82,37,31
374,PAC,Industrials,Airports & Air Services,NYSE,131.69,93,91,81,82
375,RCL,Consumer Cyclical,Travel Services,NYSE,131.62,93,91,71,47
376,KOP,Basic Materials,Specialty Chemicals,NYSE,131.62,93,92,89,49
377,IRDM,Communication Services,Telecom Services,NASDAQ,131.35,93,93,92,94
378,RS,Basic Materials,Steel,NYSE,131.25,93,92,88,88
379,NOA,Energy,Oil & Gas Equipment & Services,NYSE,131.21,93,91,77,35
380,AU,Basic Materials,Gold,NYSE,131.13,93,50,94,50
381,ALG,Industrials,Farm & Heavy Construction Machinery,NYSE,131.05,93,92,75,83
382,SRPT,Healthcare,Biotechnology,NASDAQ,130.95,93,96,95,96
383,CALT,Healthcare,Biotechnology,NASDAQ,130.94,92,71,68,36
384,RELL,Technology,Electronic Components,NASDAQ,130.85,92,89,97,98
385,BCLI,Healthcare,Biotechnology,NASDAQ,130.84,92,30,6,94
386,FGEN,Healthcare,Biotechnology,NASDAQ,130.84,92,97,90,94
387,SPNT,Financial Services,Insurance—Reinsurance,NYSE,130.83,92,87,64,36
388,FSS,Industrials,Pollution & Treatment Controls,NYSE,130.82,92,93,92,90
389,ASX,Technology,Semiconductors,NYSE,130.81,92,80,81,58
390,SCCO,Basic Materials,Copper,NYSE,130.8,92,92,88,53
391,CXM,Technology,Software—Application,NYSE,130.76,92,65,19,33
392,FIVE,Consumer Cyclical,Specialty Retail,NASDAQ,130.75,92,91,85,67
393,MPC,Energy,Oil & Gas Refining & Marketing,NYSE,130.69,92,92,94,97
394,TXG,Healthcare,Health Information Services,NASDAQ,130.68,92,83,22,4
395,FND,Consumer Cyclical,Home Improvement Retail,NYSE,130.66,92,77,42,39
396,LW,Consumer Defensive,Packaged Foods,NYSE,130.63,92,92,92,94
397,OR,Basic Materials,Gold,NYSE,130.63,92,81,85,63
398,NABL,Technology,Information Technology Services,NYSE,130.56,92,79,74,86
399,PHM,Consumer Cyclical,Residential Construction,NYSE,130.52,92,87,78,58
400,ALTG,Industrials,Rental & Leasing Services,NYSE,130.29,92,96,91,71
401,ETON,Healthcare,Biotechnology,NASDAQ,130.25,92,91,58,20
402,WWE,Communication Services,Entertainment,NYSE,130.02,92,85,82,94
403,NTRA,Healthcare,Diagnostics & Research,NASDAQ,129.83,92,90,29,46
404,ALGN,Healthcare,Medical Devices,NASDAQ,129.83,92,91,22,15
405,ASM,Basic Materials,Other Precious Metals & Mining,NYSE MKT,129.82,92,66,82,50
406,NUVL,Healthcare,Biotechnology,NASDAQ,129.8,92,98,98,93
407,BBVA,Financial Services,Banks—Diversified,NYSE,129.76,92,95,95,65
408,FOXF,Consumer Cyclical,Recreational Vehicles,NASDAQ,129.76,92,87,54,34
409,NVO,Healthcare,Biotechnology,NYSE,129.42,92,89,93,74
410,BKNG,Consumer Cyclical,Travel Services,NASDAQ,129.39,92,89,78,43
411,TRX,Basic Materials,Gold,NYSE MKT,129.19,92,84,46,92
412,LTRPB,Communication Services,Internet Content & Information,NASDAQ,129.06,92,88,97,99
413,NVEI,Technology,Software—Infrastructure,NASDAQ,128.93,92,34,18,15
414,OSW,Consumer Cyclical,Leisure,NASDAQ,128.85,92,84,73,66
415,SE,Communication Services,Electronic Gaming & Multimedia,NYSE,128.84,92,32,17,12
416,BBW,Consumer Cyclical,Specialty Retail,NYSE,128.81,92,66,97,45
417,LRMR,Healthcare,Biotechnology,NASDAQ,128.61,92,98,95,62
418,IBP,Industrials,Building Products & Equipment,NYSE,128.54,92,91,56,63
419,SVM,Basic Materials,Silver,NYSE MKT,128.47,92,77,85,55
420,HUBS,Technology,Software—Application,NYSE,128.38,92,83,28,29
421,PAG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,128.37,92,89,85,72
422,CX,Basic Materials,Building Materials,NYSE,128.35,92,90,64,30
423,FKWL,Technology,Communication Equipment,NASDAQ,128.32,92,95,92,31
424,ARCT,Healthcare,Biotechnology,NASDAQ,128.27,92,30,28,17
425,IRS,Industrials,Conglomerates,NYSE,128.25,92,96,94,86
426,VC,Consumer Cyclical,Auto Parts,NASDAQ,128.25,92,91,92,89
427,JILL,Consumer Cyclical,Apparel Retail,NYSE,128.18,92,94,97,78
428,ATNM,Healthcare,Biotechnology,NYSE MKT,128.14,92,94,98,96
429,PGTI,Industrials,Building Products & Equipment,NYSE,128.1,92,74,37,94
430,AMD,Technology,Semiconductors,NASDAQ,127.96,92,31,23,18
431,IH,Consumer Defensive,Education & Training Services,NYSE,127.78,92,97,87,24
432,GPI,Consumer Cyclical,Auto & Truck Dealerships,NYSE,127.77,92,89,82,59
433,PLSE,Healthcare,Medical Instruments & Supplies,NASDAQ,127.74,92,92,41,17
434,VRA,Consumer Cyclical,Footwear & Accessories,NASDAQ,127.64,92,85,80,11
435,ZYME,Healthcare,Biotechnology,NASDAQ,127.62,92,80,75,28
436,ESCA,Consumer Cyclical,Leisure,NASDAQ,127.58,92,79,40,34
437,DHC,Real Estate,REIT—Healthcare Facilities,NASDAQ,127.55,91,83,7,4
438,SHOP,Technology,Software—Application,NYSE,127.53,91,61,35,10
439,MORF,Healthcare,Biotechnology,NASDAQ,127.48,91,96,29,41
440,KOF,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,127.45,91,87,90,90
441,STLA,Consumer Cyclical,Auto Manufacturers,NYSE,127.45,91,88,80,44
442,BWA,Consumer Cyclical,Auto Parts,NYSE,127.32,91,89,85,52
443,AEHL,Industrials,Building Products & Equipment,NASDAQ,127.31,91,91,35,4
444,CMPR,Communication Services,Advertising Agencies,NASDAQ,127.3,91,51,20,14
445,PHAR,Healthcare,Biotechnology,NASDAQ,127.2,91,83,93,93
446,VIAO,Technology,Electronic Components,NYSE,127.17,91,90,19,6
447,GWW,Industrials,Industrial Distribution,NYSE,127.15,91,90,80,86
448,FRHC,Financial Services,Capital Markets,NASDAQ,127.13,91,90,76,60
449,VNT,Technology,Scientific & Technical Instruments,NYSE,126.92,91,88,44,21
450,GLBE,Consumer Cyclical,Internet Retail,NASDAQ,126.91,91,75,19,35
451,KBH,Consumer Cyclical,Residential Construction,NYSE,126.75,91,75,75,46
452,VRDN,Healthcare,Biotechnology,NASDAQ,126.75,91,97,98,96
453,BLMN,Consumer Cyclical,Restaurants,NASDAQ,126.69,91,88,77,81
454,IVAC,Industrials,Aerospace & Defense,NASDAQ,126.58,91,91,94,66
455,COHU,Technology,Semiconductor Equipment & Materials,NASDAQ,126.57,91,85,79,73
456,FRD,Basic Materials,Steel,NYSE MKT,126.53,91,92,93,42
457,CAAS,Consumer Cyclical,Auto Parts,NASDAQ,126.46,91,98,99,97
458,RMTI,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,126.44,91,77,17,11
459,ARAY,Healthcare,Medical Devices,NASDAQ,126.34,91,89,27,27
460,EGO,Basic Materials,Gold,NYSE,126.26,91,88,88,57
461,FCNCA,Financial Services,Banks—Regional,NASDAQ,126.24,91,30,57,90
462,BGI,Consumer Cyclical,Luxury Goods,NYSE MKT,126.19,91,97,97,90
463,GFI,Basic Materials,Gold,NYSE,126.17,91,34,89,55
464,ASML,Technology,Semiconductor Equipment & Materials,NASDAQ,126.15,91,77,76,36
465,LX,Financial Services,Credit Services,NASDAQ,126.08,91,95,71,17
466,TAST,Consumer Cyclical,Restaurants,NASDAQ,126.0,91,78,20,24
467,BCTX,Healthcare,Biotechnology,NASDAQ,125.98,91,85,22,42
468,MRNS,Healthcare,Biotechnology,NASDAQ,125.93,91,85,15,62
469,ANF,Consumer Cyclical,Apparel Retail,NYSE,125.88,91,91,91,18
470,ANSS,Technology,Softwareâ€”Application,NASDAQ,125.88,91,81,37,32
471,VTNR,Energy,Oil & Gas Refining & Marketing,NASDAQ,125.86,91,91,27,85
472,WLFC,Industrials,Rental & Leasing Services,NASDAQ,125.85,91,95,98,73
473,RACE,Consumer Cyclical,Auto Manufacturers,NYSE,125.82,91,90,72,56
474,TIGO,Communication Services,Telecom Services,NASDAQ,125.82,91,89,29,13
475,MGM,Consumer Cyclical,Resorts & Casinos,NYSE,125.78,91,88,59,63
476,CRNC,Technology,Software—Application,NASDAQ,125.72,91,83,31,5
477,GVA,Industrials,Engineering & Construction,NYSE,125.64,91,92,86,45
478,RBLX,Communication Services,Electronic Gaming & Multimedia,NYSE,125.53,91,79,15,26
479,VECT,Healthcare,Biotechnology,NASDAQ,125.5,91,94,97,96
480,VLRS,Industrials,Airlines,NYSE,125.49,91,68,28,15
481,PRG,Industrials,Rental & Leasing Services,NYSE,125.44,91,82,32,18
482,KTB,Consumer Cyclical,Apparel Manufacturing,NYSE,125.41,91,90,81,42
483,IONQ,Technology,Computer Hardware,NYSE,125.34,91,20,8,32
484,IGT,Consumer Cyclical,Gambling,NYSE,125.28,91,86,87,40
485,CDZIP,Utilities,Utilities—Regulated Water,NASDAQ,125.23,91,90,54,45
486,NFLX,Communication Services,Entertainment,NASDAQ,125.18,91,80,83,38
487,CLH,Industrials,Waste Management,NYSE,125.13,91,88,77,94
488,MCFT,Consumer Cyclical,Recreational Vehicles,NASDAQ,125.09,91,92,89,45
489,SMTI,Healthcare,Medical Care Facilities,NASDAQ,125.05,91,94,97,77
490,EME,Industrials,Engineering & Construction,NYSE,125.0,91,92,93,88
491,CCS,Consumer Cyclical,Residential Construction,NYSE,124.98,90,79,72,46
492,APG,Industrials,Engineering & Construction,NYSE,124.98,90,91,77,32
493,KFS,Consumer Cyclical,Auto & Truck Dealerships,NYSE,124.97,90,96,95,87
494,MPWR,Technology,Semiconductors,NASDAQ,124.93,90,86,33,54
495,TKR,Industrials,Tools & Accessories,NYSE,124.82,90,91,86,87
496,CRS,Industrials,Metal Fabrication,NYSE,124.77,90,93,85,89
497,EDAP,Healthcare,Medical Devices,NASDAQ,124.62,90,94,97,95
498,AMKR,Technology,Semiconductors,NASDAQ,124.59,90,81,95,65
499,UMC,Technology,Semiconductors,NYSE,124.57,90,75,44,29
500,LTH,Consumer Cyclical,Leisure,NYSE,124.55,90,93,44,24
501,INNV,Healthcare,Medical Care Facilities,NASDAQ,124.5,90,94,96,66
502,RYI,Industrials,Metal Fabrication,NYSE,124.45,90,93,86,92
503,QNST,Communication Services,Advertising Agencies,NASDAQ,124.44,90,93,90,44
504,BA,Industrials,Aerospace & Defense,NYSE,124.44,90,90,95,29
505,ATRO,Industrials,Aerospace & Defense,NASDAQ,124.41,90,95,74,21
506,HLIT,Technology,Communication Equipment,NASDAQ,124.4,90,74,90,98
507,SSY,Healthcare,Pharmaceutical Retailers,NYSE MKT,124.3,90,70,11,19
508,PBF,Energy,Oil & Gas Refining & Marketing,NYSE,124.24,90,96,97,99
509,COIN,Technology,Software—Application,NASDAQ,124.19,90,55,5,24
510,SAN,Financial Services,Banks—Diversified,NYSE,124.18,90,93,84,43
511,SAIA,Industrials,Trucking,NASDAQ,124.18,90,89,48,54
512,RYAAY,Industrials,Airlines,NASDAQ,124.05,90,86,82,23
513,SXI,Industrials,Specialty Industrial Machinery,NYSE,124.04,90,86,82,57
514,CSII,Healthcare,Medical Devices,NASDAQ,124.02,90,90,31,25
515,DNUT,Consumer Defensive,Grocery Stores,NASDAQ,123.98,90,42,25,57
516,GLTO,Healthcare,Biotechnology,NASDAQ,123.98,90,90,14,43
517,MYGN,Healthcare,Diagnostics & Research,NASDAQ,123.97,90,73,21,50
518,AQUA,Industrials,Pollution & Treatment Controls,NYSE,123.95,90,87,67,59
519,CDNS,Technology,Software—Application,NASDAQ,123.86,90,83,48,82
520,EAT,Consumer Cyclical,Restaurants,NYSE,123.85,90,86,86,46
521,SAP,Technology,Software—Application,NYSE,123.81,90,80,78,40
522,TAL,Consumer Defensive,Education & Training Services,NYSE,123.78,90,98,99,96
523,CRSR,Technology,Computer Hardware,NASDAQ,123.77,90,51,42,26
524,AGS,Consumer Cyclical,Gambling,NYSE,123.7,90,71,34,78
525,UONEK,Communication Services,Broadcasting,NASDAQ,123.56,90,72,56,54
526,NEWR,Technology,Software—Infrastructure,NYSE,123.45,90,91,35,48
527,CTS,Technology,Electronic Components,NYSE,123.43,90,75,73,95
528,TDUP,Consumer Cyclical,Internet Retail,NASDAQ,123.41,90,14,4,5
529,BUR,Financial Services,Asset Management,NYSE,123.39,90,31,45,36
530,PRI,Financial Services,Insurance—Life,NYSE,123.36,90,94,77,70
531,TCOM,Consumer Cyclical,Travel Services,NASDAQ,123.33,90,94,96,90
532,PALT,Technology,Software—Application,NASDAQ,123.3,90,66,25,11
533,TRHC,Healthcare,Health Information Services,NASDAQ,123.29,90,94,52,82
534,FMX,Consumer Defensive,Beverages—Brewers,NYSE,123.25,90,89,87,62
535,PD,Technology,Software—Application,NYSE,123.23,90,86,37,32
536,SSTI,Technology,Software—Application,NASDAQ,123.23,90,82,90,54
537,AIT,Industrials,Industrial Distribution,NYSE,123.2,90,89,90,90
538,IPGP,Technology,Semiconductor Equipment & Materials,NASDAQ,123.18,90,90,53,32
539,TGS,Energy,Oil & Gas Integrated,NYSE,123.17,90,94,99,98
540,Z,Communication Services,Internet Content & Information,NASDAQ,123.04,90,70,44,19
541,LIXT,Healthcare,Biotechnology,NASDAQ,122.94,90,40,22,9
542,CRM,Technology,Software—Application,NYSE,122.9,90,78,24,32
543,ACGL,Financial Services,Insuranceâ€”Diversified,NASDAQ,122.9,90,93,95,83
544,MTR,Energy,Oil & Gas E&P,NYSE,122.9,90,91,98,99
545,SLAB,Technology,Semiconductors,NASDAQ,122.86,89,90,49,60
546,SVRA,Healthcare,Biotechnology,NASDAQ,122.86,89,97,91,55
547,ZG,Communication Services,Internet Content & Information,NASDAQ,122.79,89,68,41,19
548,MLI,Industrials,Metal Fabrication,NYSE,122.72,89,86,72,93
549,AMOT,Technology,Electronic Components,NASDAQ,122.68,89,93,91,68
550,FUTU,Financial Services,Capital Markets,NASDAQ,122.63,89,70,62,36
551,STRA,Consumer Defensive,Education & Training Services,NASDAQ,122.57,89,88,94,68
552,OMC,Communication Services,Advertising Agencies,NYSE,122.55,89,87,92,66
553,ENS,Industrials,Electrical Equipment & Parts,NYSE,122.55,89,91,80,60
554,H,Consumer Cyclical,Lodging,NYSE,122.52,89,90,75,78
555,ENVA,Financial Services,Credit Services,NYSE,122.5,89,92,87,57
556,SGU,Energy,Oil & Gas Midstream,NYSE,122.49,89,93,94,44
557,PXSAP,Industrials,Marine Shipping,NASDAQ,122.47,89,93,97,94
558,ADMA,Healthcare,Biotechnology,NASDAQ,122.45,89,94,98,98
559,HTHT,Consumer Cyclical,Lodging,NASDAQ,122.43,89,93,92,64
560,MPX,Consumer Cyclical,Recreational Vehicles,NYSE,122.37,89,86,90,47
561,LEN,Consumer Cyclical,Residential Construction,NYSE,122.33,89,82,84,66
562,RYAM,Basic Materials,Chemicals,NYSE,122.28,89,96,99,34
563,LEGH,Consumer Cyclical,Residential Construction,NASDAQ,122.11,89,76,73,85
564,HBIO,Healthcare,Medical Instruments & Supplies,NASDAQ,122.02,89,16,27,9
565,ULTA,Consumer Cyclical,Specialty Retail,NASDAQ,121.98,89,86,91,79
566,CMCL,Basic Materials,Gold,NYSE MKT,121.98,89,86,89,60
567,ORLA,Basic Materials,Gold,NYSE MKT,121.91,89,79,84,88
568,FL,Consumer Cyclical,Footwear & Accessories,NYSE,121.89,89,90,93,84
569,GLYC,Healthcare,Biotechnology,NASDAQ,121.89,89,95,99,22
570,CNK,Communication Services,Entertainment,NYSE,121.88,89,32,13,23
571,BITF,Financial Services,Capital Markets,NASDAQ,121.81,89,27,2,10
572,YUMC,Consumer Cyclical,Restaurants,NYSE,121.78,89,87,92,83
573,RXST,Healthcare,Medical Devices,NASDAQ,121.73,89,61,77,60
574,BTCS,Financial Services,Capital Markets,NASDAQ,121.72,89,23,3,15
575,NINE,Energy,Oil & Gas Equipment & Services,NYSE,121.63,89,99,99,99
576,ENZ,Healthcare,Diagnostics & Research,NYSE,121.59,89,3,9,33
577,SANM,Technology,Electronic Components,NASDAQ,121.59,89,84,94,94
578,ZYXI,Healthcare,Medical Devices,NASDAQ,121.59,89,94,98,91
579,EVGO,Consumer Cyclical,Specialty Retail,NASDAQ,121.55,89,18,6,78
580,ADI,Technology,Semiconductors,NASDAQ,121.55,89,80,76,65
581,CLBT,Technology,Software—Infrastructure,NASDAQ,121.53,89,83,31,22
582,IESC,Industrials,Engineering & Construction,NASDAQ,121.53,89,91,72,33
583,DIOD,Technology,Semiconductors,NASDAQ,121.44,89,79,59,66
584,PAM,Utilities,Utilities—Regulated Electric,NYSE,121.43,89,89,96,92
585,ALV,Consumer Cyclical,Auto Parts,NYSE,121.39,89,82,62,59
586,TPR,Consumer Cyclical,Luxury Goods,NYSE,121.36,89,86,89,67
587,CPRT,Industrials,Specialty Business Services,NASDAQ,121.34,89,80,66,56
588,URI,Industrials,Rental & Leasing Services,NYSE,121.31,89,95,91,73
589,CEMI,Healthcare,Diagnostics & Research,NASDAQ,121.3,89,36,5,5
590,MATW,Industrials,Conglomerates,NASDAQ,121.29,89,89,93,29
591,TOL,Consumer Cyclical,Residential Construction,NYSE,121.28,89,88,73,53
592,HL,Basic Materials,Gold,NYSE,121.2,89,71,92,63
593,USLM,Basic Materials,Building Materials,NASDAQ,121.17,89,91,90,64
594,BZH,Consumer Cyclical,Residential Construction,NYSE,121.09,89,66,56,24
595,BH,Consumer Cyclical,Restaurants,NYSE,121.08,89,90,78,67
596,MASI,Healthcare,Medical Instruments & Supplies,NASDAQ,120.95,89,88,49,39
597,WCC,Industrials,Industrial Distribution,NYSE,120.93,89,92,66,88
598,HAYN,Industrials,Metal Fabrication,NASDAQ,120.92,89,93,93,87
599,MCHP,Technology,Semiconductors,NASDAQ,120.91,89,80,71,71
600,ARLO,Industrials,Security & Protection Services,NYSE,120.9,89,10,12,20
601,RDNT,Healthcare,Diagnostics & Research,NASDAQ,120.79,88,85,36,57
602,HRTG,Financial Services,Insurance—Property & Casualty,NYSE,120.76,88,94,11,9
603,CUEN,Technology,Software—Application,NASDAQ,120.71,88,97,2,13
604,TXRH,Consumer Cyclical,Restaurants,NASDAQ,120.71,88,82,79,85
605,PWFL,Technology,Communication Equipment,NASDAQ,120.69,88,45,32,84
606,AMAT,Technology,Semiconductor Equipment & Materials,NASDAQ,120.62,88,73,51,32
607,LMNR,Consumer Defensive,Farm Products,NASDAQ,120.56,88,89,42,59
608,PCVX,Healthcare,Biotechnology,NASDAQ,120.52,88,94,99,81
609,AGM,Financial Services,Credit Services,NYSE,120.51,88,90,80,70
610,AXTA,Basic Materials,Specialty Chemicals,NYSE,120.44,88,83,74,47
611,EVC,Communication Services,Broadcasting,NYSE,120.44,88,87,61,33
612,MTSI,Technology,Semiconductors,NASDAQ,120.44,88,84,78,84
613,HURN,Industrials,Consulting Services,NASDAQ,120.43,88,88,90,95
614,MLSS,Healthcare,Medical Instruments & Supplies,NYSE MKT,120.42,88,52,7,7
615,GRVY,Communication Services,Electronic Gaming & Multimedia,NASDAQ,120.41,88,80,28,41
616,NVR,Consumer Cyclical,Residential Construction,NYSE,120.38,88,80,67,64
617,MOGU,Consumer Cyclical,Internet Retail,NYSE,120.34,88,45,49,22
618,CLMT,Energy,Oil & Gas E&P,NASDAQ,120.31,88,89,94,94
619,TX,Basic Materials,Steel,NYSE,120.28,88,92,37,26
620,MG,Industrials,Security & Protection Services,NYSE,120.27,88,73,33,25
621,DHI,Consumer Cyclical,Residential Construction,NYSE,120.2,88,81,89,64
622,GGAL,Financial Services,Banks—Regional,NASDAQ,120.19,88,95,91,72
623,TRNS,Industrials,Industrial Distribution,NASDAQ,120.11,88,86,55,89
624,ARCB,Industrials,Trucking,NASDAQ,120.09,88,88,34,69
625,LANC,Consumer Defensive,Packaged Foods,NASDAQ,120.07,88,81,95,87
626,FLEX,Technology,Electronic Components,NASDAQ,120.07,88,87,92,89
627,OSIS,Technology,Electronic Components,NASDAQ,120.07,88,76,54,41
628,CRVL,Financial Services,Insurance Brokers,NASDAQ,120.06,88,84,39,50
629,AIR,Industrials,Aerospace & Defense,NYSE,120.01,88,87,80,67
630,TMCI,Healthcare,Medical Devices,NASDAQ,120.0,88,53,89,94
631,ONTO,Technology,Semiconductors,NYSE,119.95,88,72,43,68
632,BURL,Consumer Cyclical,Apparel Retail,NYSE,119.93,88,85,96,18
633,CVLG,Industrials,Trucking,NASDAQ,119.85,88,87,95,95
634,PATK,Consumer Cyclical,Recreational Vehicles,NASDAQ,119.81,88,89,83,24
635,CIA,Financial Services,Insurance—Life,NYSE,119.78,88,36,11,26
636,ARES,Financial Services,Asset Management,NYSE,119.78,88,77,61,70
637,PCOR,Technology,Software—Application,NYSE,119.69,88,89,28,68
638,MMMB,Consumer Defensive,Packaged Foods,NASDAQ,119.58,88,95,95,20
639,PCYG,Technology,Software—Application,NASDAQ,119.57,88,75,64,75
640,NETI,Industrials,Marine Shipping,NYSE,119.54,88,93,97,87
641,VPG,Technology,Scientific & Technical Instruments,NYSE,119.52,88,90,91,80
642,LRCX,Technology,Semiconductor Equipment & Materials,NASDAQ,119.47,88,60,43,35
643,YSG,Consumer Cyclical,Specialty Retail,NYSE,119.45,88,96,95,22
644,PLL,Basic Materials,Other Industrial Metals & Mining,NASDAQ,119.45,88,80,46,93
645,BEKE,Real Estate,Real Estate Services,NYSE,119.43,88,85,50,73
646,OLK,Healthcare,Diagnostics & Research,NASDAQ,119.42,88,93,95,49
647,STRM,Healthcare,Health Information Services,NASDAQ,119.39,88,83,91,49
648,DNMR,Basic Materials,Specialty Chemicals,NYSE,119.37,88,15,5,5
649,AN,Consumer Cyclical,Auto & Truck Dealerships,NYSE,119.35,88,83,70,59
650,NUE,Basic Materials,Steel,NYSE,119.34,88,90,85,82
651,IMH,Financial Services,Mortgage Finance,NYSE MKT,119.34,88,23,6,3
652,SIBN,Healthcare,Medical Devices,NASDAQ,119.22,88,91,21,65
653,NCNA,Healthcare,Biotechnology,NASDAQ,119.2,88,96,29,55
654,LECO,Industrials,Tools & Accessories,NASDAQ,119.16,88,88,86,72
655,HVBC,Financial Services,Banks—Regional,NASDAQ,119.13,87,92,94,71
656,IRMD,Healthcare,Medical Devices,NASDAQ,119.13,87,82,28,27
657,EVER,Communication Services,Internet Content & Information,NASDAQ,119.13,87,93,97,9
658,WST,Healthcare,Medical Instruments & Supplies,NYSE,119.12,87,80,23,26
659,SUP,Consumer Cyclical,Auto Parts,NYSE,119.1,87,94,86,26
660,UTSI,Technology,Communication Equipment,NASDAQ,119.04,87,87,63,87
661,IBKR,Financial Services,Capital Markets,NASDAQ,119.02,87,91,78,89
662,DV,Technology,Software—Application,NYSE,118.97,87,70,29,86
663,TFII,Industrials,Trucking,NYSE,118.91,87,88,78,84
664,AMPG,Technology,Communication Equipment,NASDAQ,118.91,87,86,35,26
665,VRT,Industrials,Electrical Equipment & Parts,NYSE,118.9,87,91,74,51
666,BMI,Industrials,Electrical Equipment & Parts,NYSE,118.84,87,88,87,85
667,WPM,Basic Materials,Gold,NYSE,118.83,87,72,83,48
668,TKC,Communication Services,Telecom Services,NYSE,118.74,87,81,98,74
669,SSTK,Communication Services,Internet Content & Information,NYSE,118.74,87,87,30,21
670,NHTC,Consumer Cyclical,Internet Retail,NASDAQ,118.72,87,84,24,18
671,TDG,Industrials,Aerospace & Defense,NYSE,118.7,87,87,82,63
672,SOHOO,Real Estate,REIT—Hotel & Motel,NASDAQ,118.64,87,85,80,94
673,CHDN,Consumer Cyclical,Gambling,NASDAQ,118.57,87,80,71,64
674,VITL,Consumer Defensive,Farm Products,NASDAQ,118.54,87,88,91,69
675,STN,Industrials,Engineering & Construction,NYSE,118.5,87,86,61,71
676,USAP,Basic Materials,Steel,NASDAQ,118.49,87,87,50,51
677,IDXX,Healthcare,Diagnostics & Research,NASDAQ,118.47,87,81,61,27
678,CUE,Healthcare,Biotechnology,NASDAQ,118.45,87,16,15,23
679,URBN,Consumer Cyclical,Apparel Retail,NASDAQ,118.42,87,77,80,65
680,HIMX,Technology,Semiconductors,NASDAQ,118.41,87,62,56,23
681,WIX,Technology,Software—Infrastructure,NASDAQ,118.4,87,87,32,51
682,SKT,Real Estate,REIT—Retail,NYSE,118.39,87,74,87,64
683,PH,Industrials,Specialty Industrial Machinery,NYSE,118.37,87,89,81,67
684,BLKB,Technology,Software—Application,NASDAQ,118.37,87,40,68,48
685,BSMX,Financial Services,Banks—Regional,NYSE,118.37,87,86,88,86
686,EDN,Utilities,Utilities—Regulated Electric,NYSE,118.37,87,90,97,95
687,GSHD,Financial Services,Insurance—Diversified,NASDAQ,118.36,87,66,18,6
688,ORCL,Technology,Software—Infrastructure,NYSE,118.33,87,80,86,39
689,ABUS,Healthcare,Biotechnology,NASDAQ,118.29,87,80,36,19
690,BP,Energy,Oil & Gas Integrated,NYSE,118.23,87,89,88,90
691,VLO,Energy,Oil & Gas Refining & Marketing,NYSE,118.23,87,88,90,95
692,JACK,Consumer Cyclical,Restaurants,NASDAQ,118.15,87,84,39,77
693,FLWS,Consumer Cyclical,Specialty Retail,NASDAQ,118.14,87,76,71,5
694,PROF,Healthcare,Medical Devices,NASDAQ,118.14,87,98,98,5
695,MWA,Industrials,Specialty Industrial Machinery,NYSE,118.14,87,84,44,42
696,SKX,Consumer Cyclical,Footwear & Accessories,NYSE,118.1,87,77,85,54
697,ESE,Technology,Scientific & Technical Instruments,NYSE,118.07,87,83,86,86
698,EQX,Basic Materials,Gold,NYSE MKT,118.06,87,24,27,19
699,DFH,Consumer Cyclical,Residential Construction,NYSE,118.04,87,50,22,31
700,CEPU,Utilities,Utilities—Regulated Electric,NYSE,118.03,87,92,97,96
701,EVLV,Industrials,Security & Protection Services,NASDAQ,118.03,87,58,45,25
