Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1052,HCC,Basic Materials,Coking Coal,NYSE,110.37,80,87,83,91
1053,SWBI,Industrials,Aerospace & Defense,NASDAQ,110.35,80,18,20,22
1054,MNST,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,110.34,80,74,82,75
1055,AMR,Basic Materials,Coking Coal,NYSE,110.31,80,89,95,99
1056,EVR,Financial Services,Capital Markets,NYSE,110.3,80,85,85,39
1057,DCO,Industrials,Aerospace & Defense,NYSE,110.29,80,81,79,58
1058,CBT,Basic Materials,Specialty Chemicals,NYSE,110.29,80,80,76,85
1059,VTRU,Consumer Defensive,Education & Training Services,NASDAQ,110.28,80,88,93,95
1060,WSC,Industrials,Rental & Leasing Services,NASDAQ,110.28,80,89,85,95
1061,MMSI,Healthcare,Medical Instruments & Supplies,NASDAQ,110.27,80,70,87,71
1062,FSM,Basic Materials,Silver,NYSE,110.26,80,61,93,54
1063,PRTK,Healthcare,Biotechnology,NASDAQ,110.19,80,15,16,71
1064,OMGA,Healthcare,Biotechnology,NASDAQ,110.12,80,93,59,30
1065,MDWT,Financial Services,Insurance—Life,NASDAQ,110.09,80,63,40,55
1066,DM,Technology,Computer Hardware,NYSE,110.09,80,34,5,28
1067,CDMO,Healthcare,Biotechnology,NASDAQ,110.09,80,67,20,63
1068,ANVS,Healthcare,Biotechnology,NYSE,110.09,80,92,38,43
1069,GAU,Basic Materials,Gold,NYSE MKT,110.08,80,47,65,76
1070,PIPR,Financial Services,Capital Markets,NYSE,110.07,80,77,76,53
1071,LXFR,Industrials,Specialty Industrial Machinery,NYSE,110.07,80,55,38,54
1072,LOMA,Basic Materials,Building Materials,NYSE,110.07,80,76,80,92
1073,PNTG,Healthcare,Medical Care Facilities,NASDAQ,110.04,80,82,29,23
1074,SNY,Healthcare,Drug Manufacturers—General,NASDAQ,110.03,80,60,78,35
1075,ING,Financial Services,Banks—Diversified,NYSE,110.02,80,92,95,45
1076,VVV,Energy,Oil & Gas Refining & Marketing,NYSE,110.01,80,82,83,41
1077,MMS,Industrials,Specialty Business Services,NYSE,109.97,80,85,82,41
1078,RHE,Healthcare,Medical Care Facilities,NYSE MKT,109.97,80,90,77,12
1079,SAGE,Healthcare,Biotechnology,NASDAQ,109.88,80,73,60,83
1080,KYMR,Healthcare,Biotechnology,NASDAQ,109.88,80,91,37,17
1081,EEFT,Technology,Software—Infrastructure,NASDAQ,109.88,80,76,58,24
1082,OC,Industrials,Building Products & Equipment,NYSE,109.87,80,80,76,77
1083,INST,Technology,Software—Application,NYSE,109.85,80,77,81,82
1084,BC,Consumer Cyclical,Leisure,NYSE,109.8,80,80,62,48
1085,CEN,Financial Services,Asset Management,NYSE,109.76,80,63,80,88
1086,DDS,Consumer Cyclical,Department Stores,NYSE,109.76,80,86,95,96
1087,GFF,Industrials,Tools & Accessories,NYSE,109.73,80,89,97,96
1088,FLS,Industrials,Specialty Industrial Machinery,NYSE,109.72,80,80,73,44
1089,CLX,Consumer Defensive,Household & Personal Products,NYSE,109.71,80,72,65,45
1090,SLGN,Consumer Cyclical,Packaging & Containers,NYSE,109.71,80,82,90,83
1091,ANDE,Consumer Defensive,Food Distribution,NASDAQ,109.7,79,84,50,62
1092,QD,Financial Services,Credit Services,NYSE,109.68,79,95,54,37
1093,RUSHB,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,109.68,79,84,79,73
1094,SLB,Energy,Oil & Gas Equipment & Services,NYSE,109.66,79,90,96,94
1095,NICE,Technology,Software—Application,NASDAQ,109.63,79,57,35,50
1096,POWI,Technology,Semiconductors,NASDAQ,109.61,79,69,48,41
1097,SKYW,Industrials,Airlines,NASDAQ,109.61,79,44,24,16
1098,FORM,Technology,Semiconductors,NASDAQ,109.54,79,58,17,30
1099,LCTX,Healthcare,Biotechnology,NYSE MKT,109.53,79,53,29,24
1100,GAMB,Consumer Cyclical,Gambling,NASDAQ,109.48,79,68,80,59
1101,HEI,Industrials,Aerospace & Defense,NYSE,109.45,79,79,70,86
1102,DFIN,Financial Services,Capital Markets,NYSE,109.44,79,83,81,92
1103,MNDY,Technology,Software—Application,NASDAQ,109.42,79,91,26,31
1104,KAI,Industrials,Specialty Industrial Machinery,NYSE,109.41,79,81,52,43
1105,RGLD,Basic Materials,Gold,NASDAQ,109.37,79,73,83,56
1106,FDP,Consumer Defensive,Farm Products,NYSE,109.36,79,86,69,42
1107,NSP,Industrials,Staffing & Employment Services,NYSE,109.36,79,82,77,75
1108,CARR,Industrials,Building Products & Equipment,NYSE,109.35,79,77,69,45
1109,HI,Industrials,Specialty Industrial Machinery,NYSE,109.34,79,72,61,59
1110,TXN,Technology,Semiconductors,NASDAQ,109.33,79,60,63,69
1111,ITCB,Financial Services,Banks—Regional,NYSE,109.19,79,75,75,82
1112,DOV,Industrials,Specialty Industrial Machinery,NYSE,109.18,79,75,60,50
1113,DGII,Technology,Communication Equipment,NASDAQ,109.17,79,82,94,99
1114,CDW,Technology,Information Technology Services,NASDAQ,109.14,79,78,73,66
1115,NGMS,Communication Services,Electronic Gaming & Multimedia,NASDAQ,109.11,79,45,35,41
1116,SRAD,Technology,Software—Application,NASDAQ,109.08,79,71,56,28
1117,WEYS,Consumer Cyclical,Footwear & Accessories,NASDAQ,109.07,79,56,52,48
1118,VOYA,Financial Services,Financial Conglomerates,NYSE,109.07,79,83,57,78
1119,SBEV,Consumer Defensive,Beverages—Brewers,NYSE MKT,109.04,79,30,10,25
1120,OTIS,Industrials,Specialty Industrial Machinery,NYSE,109.04,79,79,83,52
1121,ORLY,Consumer Cyclical,Specialty Retail,NASDAQ,109.01,79,79,88,87
1122,ARC,Industrials,Specialty Business Services,NYSE,108.97,79,76,77,39
1123,ROST,Consumer Cyclical,Apparel Retail,NASDAQ,108.97,79,81,94,73
1124,LKQ,Consumer Cyclical,Auto Parts,NASDAQ,108.94,79,78,79,73
1125,BLFS,Healthcare,Medical Instruments & Supplies,NASDAQ,108.93,79,82,27,86
1126,MSGE,Communication Services,Entertainment,NYSE,108.91,79,72,28,31
1127,PKE,Industrials,Aerospace & Defense,NYSE,108.9,79,92,71,49
1128,FRGI,Consumer Cyclical,Restaurants,NASDAQ,108.89,79,81,60,42
1129,SEAS,Consumer Cyclical,Leisure,NYSE,108.86,79,83,73,55
1130,MMP,Energy,Oil & Gas Midstream,NYSE,108.85,79,74,80,85
1131,SONY,Technology,Consumer Electronics,NYSE,108.85,79,46,43,24
1132,AMBC,Financial Services,Insuranceâ€”Specialty,NYSE,108.82,79,86,96,95
1133,XRAY,Healthcare,Medical Instruments & Supplies,NASDAQ,108.79,79,70,40,20
1134,CHX,Energy,Oil & Gas Equipment & Services,NASDAQ,108.78,79,91,95,82
1135,FISV,Technology,Information Technology Services,NASDAQ,108.77,79,81,63,75
1136,AVNT,Basic Materials,Specialty Chemicals,NYSE,108.76,79,70,39,24
1137,BJRI,Consumer Cyclical,Restaurants,NASDAQ,108.76,79,76,70,71
1138,DOCN,Technology,Software—Infrastructure,NYSE,108.74,79,30,10,27
1139,AME,Industrials,Specialty Industrial Machinery,NYSE,108.74,79,74,84,69
1140,EVI,Industrials,Industrial Distribution,NYSE MKT,108.69,79,90,97,73
1141,WNS,Technology,Information Technology Services,NYSE,108.69,79,73,51,82
1142,WERN,Industrials,Trucking,NASDAQ,108.67,79,76,73,67
1143,EZPW,Financial Services,Credit Services,NASDAQ,108.67,79,75,89,87
1144,RNLX,Healthcare,Diagnostics & Research,NASDAQ,108.65,79,84,64,1
1145,CSCO,Technology,Communication Equipment,NASDAQ,108.59,78,57,66,42
1146,AZPN,Technology,Software—Application,NASDAQ,108.58,78,73,75,98
1147,APH,Technology,Electronic Components,NYSE,108.55,78,64,75,75
1148,NFGC,Basic Materials,Gold,NYSE MKT,108.54,78,17,36,28
1149,R,Industrials,Rental & Leasing Services,NYSE,108.54,78,86,81,89
1150,SLMBP,Financial Services,Credit Services,NASDAQ,108.52,78,85,74,77
1151,BUI,Financial Services,Asset Management,NYSE,108.46,78,57,59,55
1152,IMCR,Healthcare,Biotechnology,NASDAQ,108.45,78,93,96,95
1153,PMCB,Healthcare,Biotechnology,NASDAQ,108.44,78,81,93,83
1154,SSKN,Healthcare,Medical Devices,NASDAQ,108.44,78,72,20,19
1155,MESO,Healthcare,Biotechnology,NASDAQ,108.43,78,28,38,40
1156,HAE,Healthcare,Medical Instruments & Supplies,NYSE,108.39,78,73,88,94
1157,BWXT,Industrials,Aerospace & Defense,NYSE,108.36,78,80,81,72
1158,EVCM,Technology,Software—Infrastructure,NASDAQ,108.36,78,81,18,42
1159,CZR,Consumer Cyclical,Resorts & Casinos,NASDAQ,108.34,78,56,41,19
1160,EPC,Consumer Defensive,Household & Personal Products,NYSE,108.33,78,78,69,83
1161,PHR,Healthcare,Health Information Services,NYSE,108.32,78,95,80,35
1162,MRAM,Technology,Semiconductors,NASDAQ,108.31,78,62,30,69
1163,SPR,Industrials,Aerospace & Defense,NYSE,108.27,78,76,70,19
1164,VGR,Consumer Defensive,Tobacco,NYSE,108.27,78,88,92,54
1165,LEVI,Consumer Cyclical,Apparel Manufacturing,NYSE,108.26,78,53,42,28
1166,PTC,Technology,Software—Application,NASDAQ,108.22,78,65,80,81
1167,VCTR,Financial Services,Asset Management,NASDAQ,108.2,78,79,61,65
1168,AQST,Healthcare,Drug Manufacturersâ€”Specialty & Generic,NASDAQ,108.17,78,10,17,29
1169,WLK,Basic Materials,Specialty Chemicals,NYSE,108.16,78,79,64,57
1170,INGR,Consumer Defensive,Packaged Foods,NYSE,108.15,78,75,85,59
1171,XYF,Financial Services,Credit Services,NYSE,108.14,78,87,86,35
1172,ELYS,Consumer Cyclical,Gambling,NASDAQ,108.08,78,99,6,2
1173,EB,Technology,Software—Application,NYSE,108.05,78,65,17,7
1174,PWSC,Technology,Software—Application,NYSE,108.05,78,81,97,91
1175,SHOO,Consumer Cyclical,Footwear & Accessories,NASDAQ,108.04,78,68,47,31
1176,CURV,Consumer Cyclical,Apparel Retail,NYSE,108.04,78,4,15,22
1177,HSBC,Financial Services,Banks—Diversified,NYSE,108.04,78,87,80,49
1178,COO,Healthcare,Medical Instruments & Supplies,NYSE,108.01,78,62,71,29
1179,AER,Industrials,Airports & Air Services,NYSE,107.99,78,86,91,70
1180,CDE,Basic Materials,Gold,NYSE,107.97,78,28,42,62
1181,MCN,Financial Services,Asset Management,NYSE,107.94,78,76,82,70
1182,FERG,Industrials,Industrial Distribution,NYSE,107.92,78,84,77,49
1183,OLMA,Healthcare,Biotechnology,NASDAQ,107.91,78,88,16,9
1184,HSY,Consumer Defensive,Confectioners,NYSE,107.89,78,73,73,88
1185,RICK,Consumer Cyclical,Restaurants,NASDAQ,107.88,78,87,96,89
1186,HGV,Consumer Cyclical,Resorts & Casinos,NYSE,107.87,78,69,52,40
1187,FRPT,Consumer Defensive,Packaged Foods,NASDAQ,107.85,78,47,26,48
1188,NKE,Consumer Cyclical,Footwear & Accessories,NYSE,107.84,78,66,79,25
1189,USFD,Consumer Defensive,Food Distribution,NYSE,107.84,78,77,80,34
1190,ASAN,Technology,Softwareâ€”Application,NYSE,107.82,78,15,6,37
1191,KNDI,Consumer Cyclical,Auto Parts,NASDAQ,107.82,78,33,53,29
1192,HCI,Financial Services,Insurance—Property & Casualty,NYSE,107.76,78,83,24,5
1193,KGC,Basic Materials,Gold,NYSE,107.73,78,28,75,51
1194,MPLX,Energy,Oil & Gas Midstream,NYSE,107.72,78,75,82,87
1195,ALIT,Technology,Softwareâ€”Application,NYSE,107.71,78,80,60,68
1196,AUY,Basic Materials,Gold,NYSE,107.63,78,61,93,87
1197,CAR,Industrials,Rental & Leasing Services,NASDAQ,107.62,78,84,39,84
1198,SOVO,Consumer Defensive,Packaged Foods,NASDAQ,107.62,78,38,42,75
1199,ODP,Consumer Cyclical,Specialty Retail,NASDAQ,107.61,77,84,93,69
1200,GHG,Consumer Cyclical,Lodging,NYSE,107.61,77,74,34,17
1201,MSFT,Technology,Software—Infrastructure,NASDAQ,107.59,77,41,30,47
1202,APO,Financial Services,Asset Management,NYSE,107.58,77,83,86,51
1203,FURY,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,107.57,77,92,59,30
1204,EIX,Utilities,Utilities—Regulated Electric,NYSE,107.56,77,61,76,69
1205,FEIM,Technology,Communication Equipment,NASDAQ,107.51,77,77,70,19
1206,OLN,Basic Materials,Specialty Chemicals,NYSE,107.51,77,72,76,66
1207,GEG,Healthcare,Medical Distribution,NASDAQ,107.49,77,75,85,82
1208,RSVRW,Communication Services,Entertainment,NASDAQ,107.48,77,93,37,65
1209,ROKU,Communication Services,Entertainment,NASDAQ,107.47,77,25,7,6
1210,LIND,Consumer Cyclical,Travel Services,NASDAQ,107.45,77,48,36,21
1211,TPIC,Industrials,Specialty Industrial Machinery,NASDAQ,107.42,77,37,32,26
1212,TEL,Technology,Electronic Components,NYSE,107.42,77,57,47,59
1213,PSX,Energy,Oil & Gas Refining & Marketing,NYSE,107.39,77,78,90,92
1214,TENB,Technology,Software—Infrastructure,NASDAQ,107.39,77,60,31,24
1215,ITRI,Technology,Scientific & Technical Instruments,NASDAQ,107.37,77,72,70,37
1216,COLM,Consumer Cyclical,Apparel Manufacturing,NASDAQ,107.36,77,70,85,54
1217,GGG,Industrials,Specialty Industrial Machinery,NYSE,107.36,77,68,70,66
1218,DMRC,Technology,Information Technology Services,NASDAQ,107.36,77,68,70,18
1219,GPC,Consumer Cyclical,Specialty Retail,NYSE,107.35,77,79,91,92
1220,TAK,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,107.33,77,71,83,63
1221,FENC,Healthcare,Biotechnology,NASDAQ,107.32,77,88,98,94
1222,WFCF,Technology,Software—Application,NASDAQ,107.32,77,77,91,65
1223,JNPR,Technology,Communication Equipment,NYSE,107.32,77,46,75,56
1224,NET,Technology,Software—Infrastructure,NYSE,107.27,77,63,13,31
1225,GIL,Consumer Cyclical,Apparel Manufacturing,NYSE,107.27,77,71,34,63
1226,MCRI,Consumer Cyclical,Resorts & Casinos,NASDAQ,107.23,77,71,88,62
1227,X,Basic Materials,Steel,NYSE,107.23,77,86,84,53
1228,B,Industrials,Specialty Industrial Machinery,NYSE,107.22,77,76,89,52
1229,DOOR,Industrials,Building Products & Equipment,NYSE,107.22,77,73,57,42
1230,EXK,Basic Materials,Silver,NYSE,107.2,77,24,46,60
1231,MRK,Healthcare,Drug Manufacturers—General,NYSE,107.17,77,82,95,83
1232,KMPR,Financial Services,Insurance—Property & Casualty,NYSE,107.14,77,86,66,36
1233,FN,Technology,Electronic Components,NYSE,107.11,77,79,93,89
1234,PPSI,Industrials,Electrical Equipment & Parts,NASDAQ,107.07,77,14,23,26
1235,XYL,Industrials,Specialty Industrial Machinery,NYSE,107.07,77,70,90,74
1236,DYN,Healthcare,Biotechnology,NASDAQ,107.07,77,98,75,94
1237,BIIB,Healthcare,Drug Manufacturers—General,NASDAQ,107.06,77,81,86,90
1238,BOOT,Consumer Cyclical,Apparel Retail,NYSE,107.06,77,75,32,23
1239,PPIH,Industrials,Building Products & Equipment,NASDAQ,107.05,77,46,64,85
1240,NRC,Healthcare,Diagnostics & Research,NASDAQ,107.05,77,88,58,81
1241,AVT,Technology,Electronics & Computer Distribution,NASDAQ,107.04,77,62,73,70
1242,LYB,Basic Materials,Specialty Chemicals,NYSE,107.04,77,76,63,57
1243,CAT,Industrials,Farm & Heavy Construction Machinery,NYSE,107.04,77,86,93,65
1244,TDY,Technology,Scientific & Technical Instruments,NYSE,107.03,77,68,68,44
1245,DOX,Technology,Software—Infrastructure,NASDAQ,106.99,77,70,85,83
1246,BRID,Consumer Defensive,Packaged Foods,NASDAQ,106.97,77,69,40,87
1247,AGCO,Industrials,Farm & Heavy Construction Machinery,NYSE,106.95,77,82,91,73
1248,TTE,Energy,Oil & Gas Integrated,NYSE,106.95,77,83,93,86
1249,IMXI,Technology,Information Technology Services,NASDAQ,106.92,77,89,75,94
1250,KDNY,Healthcare,Biotechnology,NASDAQ,106.91,77,91,97,95
1251,RDN,Financial Services,Insurance—Specialty,NYSE,106.89,77,71,48,67
1252,IEX,Industrials,Specialty Industrial Machinery,NYSE,106.88,77,71,84,83
1253,VRRM,Industrials,Security & Protection Services,NASDAQ,106.87,76,75,35,86
1254,PCH,Real Estate,REIT—Specialty,NASDAQ,106.87,76,49,54,56
1255,VOC,Energy,Oil & Gas E&P,NYSE,106.83,76,79,98,97
1256,CEIX,Energy,Thermal Coal,NYSE,106.82,76,83,96,99
1257,PBI,Industrials,Business Equipment & Supplies,NYSE,106.81,76,84,89,14
1258,SGRY,Healthcare,Medical Care Facilities,NASDAQ,106.8,76,60,29,21
1259,ADUS,Healthcare,Medical Care Facilities,NASDAQ,106.75,76,81,82,91
1260,MRTN,Industrials,Trucking,NASDAQ,106.75,76,81,79,93
1261,ORTX,Healthcare,Biotechnology,NASDAQ,106.75,76,36,25,15
1262,HLNE,Financial Services,Asset Management,NASDAQ,106.74,76,72,39,37
1263,RLGT,Industrials,Integrated Freight & Logistics,NYSE MKT,106.67,76,40,28,45
1264,CBZ,Industrials,Specialty Business Services,NYSE,106.66,76,79,79,91
1265,FTV,Technology,Scientific & Technical Instruments,NYSE,106.62,76,66,74,74
1266,QQQX,Financial Services,Asset Management,NASDAQ,106.6,76,66,39,52
1267,BJ,Consumer Defensive,Discount Stores,NYSE,106.6,76,78,57,88
1268,ERII,Industrials,Pollution & Treatment Controls,NASDAQ,106.58,76,69,49,89
1269,CASS,Industrials,Specialty Business Services,NASDAQ,106.58,76,89,93,73
1270,PDSB,Healthcare,Biotechnology,NASDAQ,106.55,76,88,99,13
1271,AMX,Communication Services,Telecom Services,NYSE,106.53,76,76,62,49
1272,RDW,Industrials,Aerospace & Defense,NYSE,106.49,76,90,12,13
1273,NR,Energy,Oil & Gas Equipment & Services,NYSE,106.45,76,91,95,63
1274,KNX,Industrials,Trucking,NYSE,106.36,76,77,79,73
1275,IDN,Technology,Software—Application,NASDAQ,106.35,76,81,23,25
1276,UGP,Energy,Oil & Gas Refining & Marketing,NYSE,106.34,76,34,42,76
1277,JHG,Financial Services,Asset Management,NYSE,106.31,76,70,50,23
1278,MTA,Basic Materials,Other Precious Metals & Mining,NYSE MKT,106.3,76,22,65,25
1279,WMG,Communication Services,Entertainment,NASDAQ,106.3,76,54,94,25
1280,EPRT,Real Estate,REIT—Diversified,NYSE,106.29,76,80,73,38
1281,LBPH,Healthcare,Biotechnology,NASDAQ,106.28,76,75,92,52
1282,CUK,Consumer Cyclical,Leisure,NYSE,106.28,76,42,29,8
1283,E,Energy,Oil & Gas Integrated,NYSE,106.28,76,61,90,65
1284,THM,Basic Materials,Gold,NYSE MKT,106.27,76,46,22,23
1285,MDLZ,Consumer Defensive,Confectioners,NASDAQ,106.26,76,58,82,58
1286,TTSH,Consumer Cyclical,Home Improvement Retail,NASDAQ,106.25,76,79,53,61
1287,CAKE,Consumer Cyclical,Restaurants,NASDAQ,106.24,76,75,70,68
1288,ECC,Financial Services,Asset Management,NYSE,106.22,76,77,50,69
1289,CGAU,Basic Materials,Gold,NYSE,106.19,76,70,38,22
1290,ROCK,Industrials,Building Products & Equipment,NASDAQ,106.17,76,82,62,66
1291,SOFI,Financial Services,Credit Services,NASDAQ,106.16,76,75,18,16
1292,SHLS,Technology,Solar,NASDAQ,106.16,76,91,92,94
1293,TSLA,Consumer Cyclical,Auto Manufacturers,NASDAQ,106.14,76,22,4,42
1294,VCIF,Financial Services,Asset Management,NYSE,106.13,76,74,57,62
1295,MCD,Consumer Cyclical,Restaurants,NYSE,106.13,76,68,77,66
1296,PFIE,Energy,Oil & Gas Equipment & Services,NASDAQ,106.09,76,47,60,26
1297,CAPL,Energy,Oil & Gas Refining & Marketing,NYSE,106.09,76,75,70,75
1298,MNRO,Consumer Cyclical,Auto Parts,NASDAQ,106.08,76,76,53,70
1299,OCCI,Financial Services,Asset Management,NASDAQ,106.07,76,66,39,44
1300,NMIH,Financial Services,Insurance—Property & Casualty,NASDAQ,106.05,76,82,71,88
1301,SUN,Energy,Oil & Gas Refining & Marketing,NYSE,106.0,76,79,83,85
1302,SITE,Industrials,Industrial Distribution,NYSE,105.99,76,74,36,25
1303,SID,Basic Materials,Steel,NYSE,105.96,76,79,42,34
1304,GIS,Consumer Defensive,Packaged Foods,NYSE,105.94,76,68,87,89
1305,ACM,Industrials,Engineering & Construction,NYSE,105.93,76,83,88,86
1306,CHCI,Real Estate,Real Estate—Diversified,NASDAQ,105.92,76,80,39,52
1307,CCOI,Communication Services,Telecom Services,NASDAQ,105.9,76,77,58,41
1308,CBOE,Financial Services,Financial Data & Stock Exchanges,BATS,105.89,76,64,72,74
1309,CHS,Consumer Cyclical,Apparel Retail,NYSE,105.88,75,85,52,83
1310,FSV,Real Estate,Real Estate Services,NASDAQ,105.86,75,68,42,43
1311,CLB,Energy,Oil & Gas Equipment & Services,NYSE,105.86,75,85,51,29
1312,CMI,Industrials,Specialty Industrial Machinery,NYSE,105.82,75,82,85,85
1313,STKS,Consumer Cyclical,Restaurants,NASDAQ,105.82,75,73,20,26
1314,FUSN,Healthcare,Biotechnology,NASDAQ,105.78,75,97,50,31
1315,UL,Consumer Defensive,Household & Personal Products,NYSE,105.78,75,67,82,62
1316,UTL,Utilities,Utilities—Diversified,NYSE,105.76,75,57,77,60
1317,DENN,Consumer Cyclical,Restaurants,NASDAQ,105.75,75,50,38,44
1318,WMK,Consumer Defensive,Grocery Stores,NYSE,105.74,75,62,88,86
1319,RHP,Real Estate,REIT—Hotel & Motel,NYSE,105.73,75,71,56,68
1320,GERN,Healthcare,Biotechnology,NASDAQ,105.67,75,97,98,97
1321,CCL,Consumer Cyclical,Travel Services,NYSE,105.66,75,42,30,8
1322,MRM,Consumer Cyclical,Personal Services,NASDAQ,105.65,75,40,23,56
1323,USPH,Healthcare,Medical Care Facilities,NYSE,105.64,75,78,35,31
1324,HIBB,Consumer Cyclical,Specialty Retail,NASDAQ,105.64,75,87,95,87
1325,TSCO,Consumer Cyclical,Specialty Retail,NASDAQ,105.63,75,77,74,68
1326,V,Financial Services,Credit Services,NYSE,105.61,75,69,73,51
1327,HES,Energy,Oil & Gas E&P,NYSE,105.61,75,80,94,97
1328,NVS,Healthcare,Drug Manufacturers—General,NYSE,105.59,75,46,83,58
1329,HPE,Technology,Communication Equipment,NYSE,105.58,75,50,89,52
1330,FMS,Healthcare,Medical Care Facilities,NYSE,105.56,75,48,30,7
1331,TEF,Communication Services,Telecom Services,NYSE,105.55,75,64,57,25
1332,HOLX,Healthcare,Medical Instruments & Supplies,NASDAQ,105.55,75,73,83,56
1333,YUM,Consumer Cyclical,Restaurants,NYSE,105.54,75,70,80,61
1334,HMC,Consumer Cyclical,Auto Manufacturers,NYSE,105.45,75,64,49,50
1335,HWKN,Basic Materials,Specialty Chemicals,NASDAQ,105.44,75,64,57,83
1336,IEP,Industrials,Conglomerates,NASDAQ,105.42,75,75,81,88
1337,ACAD,Healthcare,Biotechnology,NASDAQ,105.4,75,84,36,56
1338,AGX,Industrials,Engineering & Construction,NYSE,105.4,75,70,70,47
1339,BSGAU,Financial Services,Shell Companies,NASDAQ,105.36,75,50,52,80
1340,PEBK,Financial Services,Banks—Regional,NASDAQ,105.34,75,86,92,63
1341,CAE,Industrials,Aerospace & Defense,NYSE,105.31,75,59,47,18
1342,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,105.27,75,44,22,7
1343,TBBK,Financial Services,Banks—Regional,NASDAQ,105.27,75,92,92,67
1344,GLPI,Real Estate,REIT—Specialty,NASDAQ,105.25,75,80,82,82
1345,ATGE,Consumer Defensive,Education & Training Services,NYSE,105.24,75,82,75,88
1346,SDGR,Healthcare,Health Information Services,NASDAQ,105.23,75,79,13,27
1347,BGY,Financial Services,Asset Management,NYSE,105.22,75,70,68,45
1348,HUBG,Industrials,Integrated Freight & Logistics,NASDAQ,105.21,75,81,78,79
1349,LCII,Consumer Cyclical,Recreational Vehicles,NYSE,105.2,75,68,34,36
1350,MFG,Financial Services,Banks—Regional,NYSE,105.2,75,91,92,56
1351,TRNO,Real Estate,REIT—Industrial,NYSE,105.17,75,66,48,39
1352,NS,Energy,Oil & Gas Midstream,NYSE,105.17,75,63,85,75
1353,EXPD,Industrials,Integrated Freight & Logistics,NASDAQ,105.17,75,54,77,50
1354,CTAS,Industrials,Specialty Business Services,NASDAQ,105.17,75,68,79,80
1355,CNF,Financial Services,Mortgage Finance,NYSE,105.11,75,24,10,30
1356,HLT,Consumer Cyclical,Lodging,NYSE,105.11,75,69,53,66
1357,NTES,Communication Services,Internet Content & Information,NASDAQ,105.11,75,70,49,50
1358,TDC,Technology,Information Technology Services,NYSE,105.1,75,73,40,25
1359,BIPC,Utilities,Utilities—Regulated Gas,NYSE,105.06,75,41,44,62
1360,SILV,Basic Materials,Other Precious Metals & Mining,NYSE MKT,105.05,75,19,49,49
1361,ADBE,Technology,Softwareâ€”Infrastructure,NASDAQ,105.04,74,27,41,20
1362,GLW,Technology,Electronic Components,NYSE,105.04,74,53,70,59
1363,ORCC,Financial Services,Credit Services,NYSE,105.04,74,70,65,44
1364,SJM,Consumer Defensive,Packaged Foods,NYSE,105.03,74,73,87,85
1365,SIX,Consumer Cyclical,Leisure,NYSE,105.0,74,78,61,17
1366,MAR,Consumer Cyclical,Lodging,NASDAQ,105.0,74,67,56,66
1367,STX,Technology,Computer Hardware,NASDAQ,104.98,74,46,22,21
1368,JBT,Industrials,Specialty Industrial Machinery,NYSE,104.97,74,75,33,31
1369,TWNK,Consumer Defensive,Packaged Foods,NASDAQ,104.96,74,69,64,91
1370,SKIN,Consumer Defensive,Household & Personal Products,NASDAQ,104.93,74,55,14,34
1371,GER,Financial Services,Asset Management,NYSE,104.91,74,71,79,91
1372,DEN,Energy,Oil & Gas E&P,NYSE,104.89,74,68,65,97
1373,VRTX,Healthcare,Biotechnology,NASDAQ,104.89,74,59,73,94
1374,RUSHA,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,104.88,74,79,73,65
1375,RRX,Industrials,Specialty Industrial Machinery,NYSE,104.87,74,85,33,92
1376,HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,104.86,74,87,87,25
1377,ATR,Consumer Cyclical,Packaging & Containers,NYSE,104.86,74,76,73,46
1378,GLSI,Healthcare,Biotechnology,NASDAQ,104.84,74,90,84,13
1379,NGG,Utilities,Utilities—Regulated Electric,NYSE,104.82,74,39,66,32
1380,EQIX,Real Estate,REIT—Specialty,NASDAQ,104.8,74,59,70,35
1381,GF,Financial Services,Asset Management,NYSE,104.77,74,68,49,26
1382,LYG,Financial Services,Banks—Regional,NYSE,104.77,74,79,79,49
1383,ANIK,Healthcare,Medical Devices,NASDAQ,104.75,74,82,88,60
1384,KTOS,Industrials,Aerospace & Defense,NASDAQ,104.72,74,69,21,17
1385,CPB,Consumer Defensive,Packaged Foods,NYSE,104.71,74,71,91,83
1386,WRN,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,104.71,74,72,90,52
1387,DE,Industrials,Farm & Heavy Construction Machinery,NYSE,104.7,74,74,90,86
1388,HEAR,Technology,Consumer Electronics,NASDAQ,104.69,74,10,19,5
1389,BOOM,Energy,Oil & Gas Equipment & Services,NASDAQ,104.66,74,87,25,21
1390,ARLP,Energy,Thermal Coal,NASDAQ,104.66,74,73,82,99
1391,PII,Consumer Cyclical,Recreational Vehicles,NYSE,104.65,74,60,54,53
1392,NTRSO,Financial Services,Asset Management,NASDAQ,104.65,74,50,43,56
1393,EDF,Financial Services,Asset Management,NYSE,104.63,74,74,60,29
